License_Number,Hospital_Name,Year,City,FICA,State_Unemployment_Compensation,Worker_s_Compensation,Group_Health_Insurance,Group_Life_Insurance,Pension___Retirement,Other_Employee_Benefits,Total_Employee_Benefits,Building_Rent_Lease,Equipment_Rent_Lease,Total_Rent_Lease,Fixed_Assets_Depreciation_Expense_Beginning_Balance_Land,Fixed_Assets_Additions_Land,Fixed_Assets_Retirememts_Land,Fixed_Assets_Ending_Balance_Land,Fixed_Assets_Beginning_Balance_Land_Improvements,Fixed_Assets_Additions_Land_Improvements,Fixed_Assets_Retirememts_Land_Improvements,Fixed_Assets_Ending_Balance_Land_Improvements,Fixed_Assets_Beginning_Balance_Buildings,Fixed_Assets_Additions_Buildings,Fixed_Assets_Retirememts_Buildings,Fixed_Assets_Ending_Balance_Buildings,Fixed_Assets_Beginning_Balance_Fixed_Equip_Building_Service,Fixed_Assets_Additions_Fixed_Equipment_Building_Service,Fixed_Assets_Retirememts_Fixed_Equipment_Building_Service,Fixed_Assets_Ending_Balance_Fixed_Equip_Building_Services,Fixed_Assets_Beginning_Balance_Fixed_Equipment_Other,Fixed_Assets_Additions_Fixed_Equipment_Other,Fixed_Assets_Retirememts_Fixed_Equipment_Other,Fixed_Assets_Ending_Balance_Fixed_Equipment_Other,Fixed_Assets_Beginning_Balance_Equipment_Major_Moveable,Fixed_Assets_Additions_Equipment_Major_Moveable,Fixed_Assets_Retirememts_Equipment_Major_Moveable,Fixed_Assets_Ending_Balance_Equipment_Major_Moveable,Fixed_Assets_Beginning_Balance_Equipment_Minor_Moveable,Fixed_Assets_Additions_Equipment_Minor_Moveable,Fixed_Assets_Retirememts_Equipment_Minor_Moveable,Fixed_Assets_Ending_Balance_Equipment_Minor_Moveable,Fixed_Assets_Beginning_Balance_Leasehold_Improvements,Fixed_Assets_Additions_Leasehold_Improvements,Fixed_Assets_Retirememts_Leasehold_Improvements,Fixed_Assets_Ending_Balance_Leasehold_Improvements,Fixed_Assets_Beginning_Balance_Construction_in_Progress,Fixed_Assets_Additions_Construction_in_Progress,Fixed_Assets_Retirememts_Construction_in_Progress,Fixed_Assets_Ending_Balance_Construction_in_Progress,Fixed_Assets_Total_Beginning_Balance,Fixed_Assets_Total_Additions,Fixed_Assets_Total_Retirememts,Fixed_Assets_Total_Ending_Balance,Accumulated_Depreciation_Beginning_Balance_Land,Accumulated_Depreciation_Provision_Land,Accumulated_Depreciation_Retirements_Land,Accumulated_Depreciation_Ending_Balance_Land,Accumulated_Depreciation_Beginning_Balance_Land_Improvements,Accumulated_Depreciation_Provision_Land_Improvements,Accumulated_Depreciation_Retirements_Land_Improvements,Accumulated_Depreciation_Ending_Balance_Land_Improvements,Accumulated_Depreciation_Beginning_Balance_Buildings,Accumulated_Depreciation_Provision_Buildings,Accumulated_Depreciation_Retirements_Buildings,Accumulated_Depreciation_Ending_Balance_Buildings,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Building_Services,Accumulated_Depreciation_Provision_Fixed_Equip_Building_Services,Accumulated_Depreciation_Retirements_Fixed_Equip_Building_Services,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Building_Services,Accumulated_Depreciation_Beginning_Balance_Fixed_Equip_Other,Accumulated_Depreciation_Provision_Fixed_Equip_Other,Accumulated_Depreciation_Retirements_Fixed_Equip_Other,Accumulated_Depreciation_Ending_Balance_Fixed_Equipment_Other,Accumulated_Depreciation_Beginning_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Provision_Equipment_Major_Moveable,Accumulated_Depreciation_Retirements_Equipment_Major_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Major_Moveable,Accumulated_Depreciation_Beginning_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Provision_Equipment_Minor_Moveable,Accumulated_Depreciation_Retirements_Equipment_Minor_Moveable,Accumulated_Depreciation_Ending_Balance_Equipment_Minor_Moveable,Accumulated_Depreciation_Beginning_Balance_Leasehold_Improvements,Accumulated_Depreciation_Provision_Leasehold_Improvements,Accumulated_Depreciation_Retirements_Leasehold_Improvements,Accumulated_Depreciation_Ending_Balance_Leasehold_Improvements,Accumulated_Depreciation_Beginning_Balance_Construction_in_Progress,Accumulated_Depreciation_Provision_Construction_in_Progress,Accumulated_Depreciation_Retirements_Construction_in_Progress,Accumulated_Depreciation_Ending_Balance_Construction_in_Progress,Accumulated_Depreciation_Total_Beginning_Balance,Accumulated_Depreciation_Total_Provision,Accumulated_Depreciation_Total_Retirements,Total_Ending_Balance,Total_Insurance_Malpractice,Total_Insurance_Other,Total_Insurance,License_Fees,Taxes_Other_than_Income,Other_Licenses___Taxes,Total_Licenses___Taxes,Total_Interest_Working_Cap,Total_Interest_Other,Total_Interest_Expense,Provision_for_Bad_Debt,Medicare_Contractuals_,Medicaid_Contractuals,Workers_Comp_,Other_Government_Programs,Negotiated_Rate_,Other_Contractuals,Total_Contractual_Adjustments,Number_of_Charity_Care_Patients_,Total_Charity_Care,Other_Deductions,Total_Deductions_from_Revenue
926,Inland Northwest Behavioral Health,2021,Spokane,980811,75689,465091,538347,101175,173809,298440,2633362,0,0,0,4759217,0,0,4759217,1154036,0,0,1154036,32534399,0,0,32534399,2052664,0,0,2052664,0,0,0,0,2179396,14517,1260,2195173,0,0,0,0,0,0,0,0,0,17867,0,17867,42679712,32384,1260,42713356,0,0,0,0,173105,76936,0,250041,2970488,1320217,0,4290705,883648,392732,0,1276380,0,0,0,0,964046,442754,693,1407493,0,0,0,0,0,0,0,0,0,0,0,0,4991287,4991287,4991287,14973861,163143,77176,240319,60806,655953,0,716759,0,0,0,-153905,1840532,1772045,0,13454578,2229222,2699949,21996326,171,582186,320683,22745290
928,South Sound Behavioral Hospital,2021,Lacey,947414,154642,85182,954219,53277,83218,49108,2327060,1389122,40828,1429950,0,0,0,0,0,0,0,0,28660744,0,874423,29535167,98994,0,0,98994,0,0,0,0,1358866,248203,0,1607069,0,0,0,0,0,0,0,0,0,1620,0,1620,30118604,249823,874423,31242850,0,0,0,0,0,0,0,0,1098860,679878,0,1778738,9900,6599,0,16499,0,0,0,0,269203,308834,0,578037,0,0,0,0,0,0,0,0,0,0,0,0,1377963,1377963,1377963,4133889,577317,76946,654263,28949,673535,0,702484,0,0,0,124749,7718982,36953022,0,2189457,7235347,2729825,56826633,5,42950,141666,57135998
1,Swedish Health Services DBA Swedish Medical Cent,2022,Seattle,26772586,0,0,19830,0,22210178,2694759,51697353,32134738,1974553,34109291,130990502,0,0,130990502,21412924,0,0,21412924,296725287,1454070,0,298179357,0,0,0,0,24893988,778233,0,25672221,231426447,8128352,0,239554799,0,0,0,0,0,0,0,0,155002838,47462278,2782,202467898,860451986,57822933,2782,918277701,0,0,0,0,15990592,602756,0,16593348,122071784,15453093,467603,137992480,0,0,0,0,9281371,2565267,0,11846638,192438403,12305480,0,204743883,0,0,0,0,0,0,0,0,0,0,0,0,339782150,339782150,339782150,1019346450,0,0,0,0,19871852,19355171,39227023,-1598912,17887009,16288097,529898,1461184928,664653293,10330142,71563340,1020991703,22307072,3251030478,2088,50898782,0,3302459158
3,Swedish Health Services DBA Swedish Medical Cente,2022,Seattle,9113167,0,0,5943,0,7777545,-124021,16772634,4973930,605642,5579572,37000000,0,0,37000000,8368987,0,0,8368987,152040573,695954,0,152736527,0,0,0,0,10722757,64082,0,10786839,122554133,851168,0,123405301,0,0,0,0,0,0,0,0,2467464,4921951,0,7389415,333153914,6533155,0,339687069,0,0,0,0,8124383,91640,0,8216023,92416477,7903900,0,100320377,0,0,0,0,4516777,819921,0,5336698,100098796,6598178,0,106696974,0,0,0,0,0,0,0,0,0,0,0,0,205156433,205156433,205156433,615469299,0,0,0,0,4873724,9358101,14231825,-209493,3018188,2808695,-37775,792062673,170779834,5522243,40953860,286602101,2333284,1298253995,544,21282368,0,1319498588
8,Klickitat County Public Hospital District #1,2022,Goldendale,1222699,31972,199320,1817452,16073,342006,54626,3684148,2972,252526,255498,203706,0,0,203706,1771953,76649,0,1848602,13843787,6299,0,13850086,7215105,94634,0,7309739,439938,49368,36380,525686,6742315,1042838,290813,8075966,0,0,0,0,0,0,0,0,792099,1414420,407434,2613953,31008903,2684208,734627,34427738,0,0,0,0,1520321,37770,0,1558091,8476056,377539,0,8853595,5138187,318384,0,5456571,251085,26266,34399,311750,5375333,512329,290175,6177837,0,0,0,0,0,0,0,0,0,0,0,0,20760982,20760982,20760982,62282946,179141,143514,322655,16597,0,0,16597,0,181978,181978,-163734,6311333,4516426,0,0,0,9667734,20495493,0,0,0,20331759
10,Virginia Mason Medical Center,2022,Seattle,35187949,-79912,1172846,43818340,575759,23440412,6601750,110717144,17893003,6800445,24693448,138522760,0,0,138522760,336922,0,0,336922,313385223,19255374,0,332640597,0,0,0,0,3446948,112770,0,3559718,79315741,8204776,0,87520517,5830059,52619,0,5882678,28245148,0,0,28245148,13718850,4442527,0,18161377,582801651,32068066,0,614869717,0,0,0,0,16087,16960,0,33047,7062887,14477128,0,21540015,0,0,0,0,234188,544754,0,778942,9813145,21015005,-698937,30129213,950079,1804396,0,2754475,1300549,2588565,0,3889114,0,0,0,0,19376935,19376935,19376935,58130805,4065920,953582,5019502,1443813,23697072,0,25140885,11955771,0,11955771,16831308,897746092,168130709,0,28054873,212407581,583393276,1889732531,9548,14899528,29681764,1951145131
14,Seattle Children's Hospital,2022,Seattle,58413706,237086,4446101,103203612,0,41197769,4296482,211794756,30185571,1367035,31552606,221166313,0,0,221166313,14811593,133388,0,14944981,1386576880,486054774,1997429,1874629083,0,0,0,0,68511892,3134946,19639,71666477,665969736,94308695,51884660,812163091,0,0,0,0,100089771,3564609,2918453,106572833,502682426,230257926,579135167,1312075519,2959808611,817454338,635955348,4413218297,0,0,0,0,9791794,771530,0,10563324,509703136,58460549,1693937,569857622,0,0,0,0,34597765,3977350,19639,38594754,414132413,66812457,51505491,532450361,0,0,0,0,32995681,9080797,2918453,44994931,0,0,0,0,1001220789,1001220789,1001220789,3003662367,8341235,3842382,12183617,0,47253197,0,47253197,0,20873637,20873637,2273538,25822205,1131640137,0,63641155,377213804,0,1598317301,0,26720515,29640371,1656951725
20,Kaiser Permanente Central Hospital,2022,Seattle,0,0,0,0,0,0,8692461,8692461,0,142674,142674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16197260,285433,295550,16778243,6100,0,0,6100,0,0,0,0,0,0,0,0,16203360,285433,295550,16784343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751437,16039,555057,6322533,6100,0,6100,12200,0,0,0,0,0,0,0,0,5757537,5757537,5757537,17272611,0,0,0,462,0,0,462,0,0,0,75640,35533096,83967,128460,452283,0,35743178,71940984,1989,1507156,0,73523780
21,Newport Hospital & Health Services,2022,Newport,1692033,32787,345150,3023174,0,952763,75837,6121744,6300,124816,131116,834399,80679,0,915078,2485124,0,0,2485124,24311031,571212,0,24882243,7453737,8658,0,7462395,0,0,0,0,11620377,504162,438430,12562969,0,0,0,0,0,0,0,0,70896,23595,0,94491,46775564,1188306,438430,48402300,0,0,0,0,1028410,160093,0,1188503,14825607,686689,0,15512296,2066302,486652,0,2552954,0,0,0,0,8731885,260880,0,8992765,0,0,0,0,0,0,0,0,0,0,0,0,26652204,26652204,26652204,79956612,213357,133760,347117,0,0,0,0,0,372986,372986,979900,11586741,6455400,271129,1775743,3075656,0,23164669,248,318078,130603,24593250
22,Lourdes Medical Center,2022,Pasco,2399373,140021,354033,2520650,72509,612186,324559,6423331,1542277,273616,1815893,2127268,3587472,0,5714740,0,0,0,0,6441480,632358,0,7073838,0,0,0,0,0,0,0,0,1897419,522507,0,2419926,5146859,458557,0,5605416,0,0,0,0,1568113,1274912,0,2843025,17181139,6475806,0,23656945,0,0,0,0,0,0,0,0,1586925,853391,0,2440316,0,0,0,0,0,0,0,0,709329,282112,0,991441,3250851,1203375,0,4454226,0,0,0,0,0,0,0,0,5547105,5547105,5547105,16641315,681680,131328,813008,0,1716880,0,1716880,0,1513765,1513765,7884335,71734251,3540123,0,0,114550771,0,189825145,0,3646034,0,201355514
23,Three Rivers Hospital,2022,Brewster,491197,13195,74716,760809,15543,143787,2457,1501704,0,119784,119784,10750,0,0,10750,282766,10182,0,292948,3790436,0,0,3790436,0,0,0,0,1660986,0,0,1660986,6151770,439817,5442,6597029,0,0,0,0,0,0,0,0,29795,81829,0,111624,11926503,531828,5442,12463773,0,0,0,0,272794,2629,0,275423,3551730,97327,0,3649057,0,0,0,0,1322098,27811,0,1349909,4182851,505555,5443,4693849,0,0,0,0,0,0,0,0,0,0,0,0,9329473,9329473,9329473,27988419,170981,82627,253608,135197,0,0,135197,0,69991,69991,788596,1119943,1969874,734514,0,0,2325041,6149372,268,388410,17916,7344294
26,PeaceHealth St John Medical Center,2022,Longview,8770281,220675,948954,15681585,108694,8099023,1234381,35063593,582024,567718,1149742,3531052,0,102326,3633378,2712760,11999,0,2724759,170019370,1911736,372281,172303387,0,0,0,0,27193634,7270737,0,34464371,67748701,6536453,1413520,75698674,0,0,0,0,2028763,0,0,2028763,7180709,-1239869,0,5940840,280414989,14491056,1888127,296794172,0,0,0,0,2280833,47937,0,2328770,119606639,4885461,371281,124863381,0,0,0,0,13093480,1685872,0,14779352,54531254,3930217,1391812,59853283,0,0,0,0,792366,192563,0,984929,0,0,0,0,190304572,190304572,190304572,570913716,1884017,882578,2766595,353543,6679823,0,7033366,0,27663,27663,10655078,394408488,200717119,5542115,30451992,61699494,3912407,696731615,15161,14929844,202955,722519492
29,Harborview Medical Center,2022,Seattle,29317597,803787,2536144,62906510,0,39313205,2132906,137010149,-332684,4368617,4035933,2432000,0,0,2432000,7378000,0,0,7378000,448580110,10663000,0,459243110,128340792,0,4176000,132516792,0,0,0,0,190056000,11189000,2308000,203553000,0,0,0,0,13854000,304000,0,14158000,5792413,13520000,6791000,26103413,796433315,35676000,13275000,845384315,0,0,0,0,4677000,295000,0,4972000,242913000,15161000,0,258074000,117959000,-1069000,0,116890000,0,0,0,0,154127000,11625000,2308000,168060000,0,0,0,0,7863000,851000,0,8714000,0,0,0,0,527539000,527539000,527539000,1582617000,5838281,1745732,7584013,2751226,-987171,0,1764055,0,0,0,46108340,722354288,721256191,417324908,25903345,0,-54761130,1832077602,9828,126780263,0,2004966205
32,St.Joseph Medical Center,2022,Tacoma,21678639,-268322,2520573,32146029,497247,13853987,465173,70893326,13774984,4414041,18189025,7877315,0,0,7877315,4412190,0,0,4412190,122860258,0,0,122860258,64792363,856629,0,65648992,83127243,44024,0,83171267,296683147,9961968,5712790,312357905,0,0,0,0,60430333,5791700,4217,66226250,11894055,-6775214,0,5118841,652076904,9879107,5717007,667673018,0,0,0,0,3774781,124635,0,3899416,78432616,1988885,0,80421501,27736965,4286487,-15525,32007927,68993184,1881814,-22642,70852356,247228667,26727863,14711944,288668474,0,0,0,0,30327960,4459754,-626800,34160914,0,0,0,0,456494173,456494173,456494173,1369482519,7575354,-3449126,4126228,368538,29995411,0,30363949,0,29914,29914,12690527,1448203453,684179741,0,130413747,554541977,46563533,2863902451,9762,32401108,21326378,2930320464
35,St. Elizabeth Hospital,2022,Enumclaw,2184739,-22465,218772,3235856,73645,1482920,510928,7684395,1738000,98351,1836351,3268423,0,0,3268423,577014,0,0,577014,23757816,0,0,23757816,33737931,12705,0,33750636,2408760,8047,0,2416807,37708179,899694,281468,38889341,0,0,0,0,2548631,266839,635,2816105,166477,-61565,0,104912,104173231,1125720,282103,105581054,0,0,0,0,574077,8704,0,582781,6724283,574491,0,7298774,11750843,936550,-4080,12683313,1683009,95039,-5950,1772098,32428993,2301071,773097,35503161,0,0,0,0,1590996,180044,-165200,1605840,0,0,0,0,54752201,54752201,54752201,164256603,580017,-206295,373722,40368,839236,0,879604,0,7169,7169,2396210,88155223,38275654,0,6628013,60328560,3662713,197050163,1362,3029019,2153856,204629248
37,Deaconess Hospital - MultiCare Health Systems,2022,Spokane,9803591,0,0,13120003,0,0,6040320,28963914,2473068,1390342,3863410,13004721,0,0,13004721,433827,621326,0,1055153,127387783,5310647,18530,132716960,0,0,0,0,4527098,979704,0,5506802,73708044,11087982,6870910,91666936,0,0,0,0,354600,0,0,354600,0,0,0,0,219416073,17999659,6889440,244305172,0,0,0,0,354124,111569,0,465693,27976688,-151215,0,27825473,0,0,0,0,996937,403470,0,1400407,45032068,5453238,6593178,57078484,0,0,0,0,219350,39067,0,258417,0,0,0,0,74579167,74579167,74579167,223737501,3448729,0,3448729,118922,2770412,0,2889334,0,5030116,5030116,6180113,759544317,312681684,14165193,170000564,0,278587930,1534979688,6594,20987199,16878802,1579025802
38,Olympic Medical Center,2022,Port Angeles 98,8257079,0,1488699,18456645,93770,5108427,687063,34091683,29748,162065,191813,11439754,534000,0,11973754,9546920,14913,0,9561833,126575298,2217063,10380,128802741,0,0,0,0,35350187,1287668,90578,36728433,71227944,6564712,2896103,80688759,3039256,0,22550,3061806,362736,0,0,362736,6280262,-14433,0,6265829,263822357,10603923,3019611,277445891,0,0,0,0,4800214,505026,0,5305240,62812301,4117513,692,66930506,0,0,0,0,22826177,1324235,74805,24225217,49440421,5791570,3713674,58945665,2445272,183825,32333,2661430,220099,43634,0,263733,0,0,0,0,142544484,142544484,142544484,427633452,2127072,0,2127072,29023,1759515,0,1788538,0,1813026,1813026,2853689,186867301,43934776,1988865,17220737,11533258,506,261545443,0,2184396,1591348,268174876
42,Shriners Hospitals for Children - Spokane,2022,Spokane,737620,8442,128451,2238960,31962,1330516,49910,4525861,86580,12783,99363,2862934,0,0,2862934,206831,0,0,206831,21361650,0,0,21361650,2644296,0,0,2644296,0,0,0,0,9153463,0,0,9153463,0,0,0,0,0,0,0,0,5094,0,0,5094,36234268,0,0,36234268,0,0,0,0,175671,0,0,175671,15674139,0,0,15674139,1627950,0,0,1627950,0,0,0,0,7095829,0,0,7095829,0,0,0,0,0,0,0,0,0,0,0,0,24573589,24573589,24573589,73720767,0,309718,309718,44388,115527,0,159915,0,0,0,0,993,17798810,0,1021753,14554721,614830,33991107,1000,2003386,1179789,37174282
45,Columbia Basin Hospital,2022,Ephrata,727313,61924,320503,719454,1040,374370,9609,2214213,1637,42739,44376,99457,0,0,99457,323239,61273,0,384512,24474026,236540,0,24710566,4900033,0,0,4900033,0,0,0,0,4344132,287635,0,4631767,0,0,0,0,0,0,0,0,29114,266202,0,295316,34170001,851650,0,35021651,0,0,0,0,144122,10593,0,154715,12201003,987503,0,13188506,5662658,790563,0,6453221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18007783,18007783,18007783,54023349,145944,127651,273595,190664,43322,0,233986,0,715285,715285,752877,1049340,2393821,0,0,0,1746511,5189672,88,109720,0,6052269
46,PHM Medical Center,2022,Prosser,2402405,31194,319345,5276041,85287,1188813,-964841,8338244,254484,526253,780737,3128342,17200,23760,3169302,632699,0,0,632699,22920747,12920845,17200,35858792,8131488,0,0,8131488,665178,0,0,665178,14619070,3564623,167003,18350696,0,0,0,0,0,0,0,0,4226277,2526520,648261,7401058,54323801,19029188,856224,74209213,0,0,0,0,528471,33662,0,562133,15392629,1040118,0,16432747,5512523,0,0,5512523,566591,0,0,566591,9410008,2739368,144828,12294204,0,0,0,0,0,0,0,0,0,0,0,0,31410222,31410222,31410222,94230666,484606,146011,630617,622181,118,0,622299,0,1317896,1317896,3523104,54953880,54132674,3232513,0,0,41519725,153838792,946,4347939,0,161709835
50,PROVIDENCE ST MARY MEDICAL CENTER,2022,Walla Walla,4752099,0,-60134,5527,0,1196854,697078,6591424,1593185,324865,1918050,2525564,0,0,2525564,1906095,0,0,1906095,80312744,0,0,80312744,0,0,0,0,5937745,0,0,5937745,67119189,2279325,0,69398514,0,0,0,0,0,0,0,0,3021472,-37653,163,2983982,160822809,2241672,163,163064644,0,0,0,0,1865987,6857,0,1872844,59764856,2575307,0,62340163,0,0,0,0,3719958,355609,0,4075567,60488010,2858886,0,63346896,0,0,0,0,0,0,0,0,0,0,0,0,125838811,125838811,125838811,377516433,0,-3506,-3506,0,1368093,2869965,4238058,5289,668976,674265,-2934166,282615131,90912855,4499214,37774265,62473000,3309337,481583802,1109,14618164,0,493267800
54,Forks Community Hospital,2022,Forks,271095,32315,196529,3370173,0,1615240,375389,5860741,85214,113683,198897,510757,0,0,510757,935266,16507,0,951773,20302410,4664402,0,24966812,0,0,0,0,0,0,0,0,17456880,597421,334235,18388536,0,0,0,0,0,0,0,0,1005980,384076,0,1390056,40211293,5662406,334235,46207934,0,0,0,0,867598,27579,0,895177,12760309,671232,333862,13765403,0,0,0,0,0,0,0,0,14843573,803897,0,15647470,0,0,0,0,0,0,0,0,0,0,0,0,28471480,28471480,28471480,85414440,228583,264101,492684,91913,310147,0,402060,39254,456153,495407,1622783,12196365,10097572,670061,194027,5694832,-111268,28741589,0,503989,527805,31396166
56,Willapa Harbor Hospital,2022,South Bend,955909,9815,108635,1747499,18459,562352,520914,3923583,13386,85514,98900,34261,42500,0,76761,208309,2727,0,211036,7300124,251639,0,7551763,625670,63960,0,689630,0,0,0,0,5480142,241105,0,5721247,0,0,0,0,0,0,0,0,145432,1037177,41430,1224039,13793938,1639108,41430,15474476,0,0,0,0,201283,1157,0,202440,6375618,244883,-675,6619826,510667,38612,0,549279,0,0,0,0,4643985,239579,0,4883564,0,0,0,0,0,0,0,0,0,0,0,0,11731553,11731553,11731553,35194659,69170,46884,116054,13372,219449,0,232821,70893,0,70893,783140,6255769,3938940,292659,0,4086786,0,14574154,386,1131791,414820,16903905
58,YAKIMA VALLEY MEMORIAL,2022,YAKIMA,15635663,-1647095,4300577,13460091,917346,12757099,6988530,52412211,6206314,2114724,8321038,12015018,115848,0,12130866,2770751,0,0,2770751,97710886,11429877,0,109140763,72100843,320409,0,72421252,0,0,0,0,101902251,3881473,2476971,108260695,0,0,0,0,6785018,0,0,6785018,20116992,-5711093,0,14405899,313401759,10036514,2476971,325915244,0,0,0,0,1755506,112263,0,1867769,22371622,4221257,0,26592879,26861963,4652675,0,31514638,0,0,0,0,63745129,9934663,2126434,75806226,0,0,0,0,3193197,448481,0,3641678,0,0,0,0,117927417,117927417,117927417,353782251,3752435,487755,4240190,180122,543912,11939453,12663487,0,1835768,1835768,4006878,605581097,339126418,12311135,0,209369994,0,1166388644,0,34946592,11993322,1217335436
63,Grays Harbor Community Hospital,2022,Aberdeen,2712676,73750,590654,6844617,24980,842768,131058,11220503,30581,710235,740816,1702265,0,0,1702265,790904,0,0,790904,69902816,116420,0,70019236,5614102,184718,0,5798820,0,0,0,0,38283534,864550,0,39148084,0,0,0,0,0,0,0,0,236401,510043,0,746444,116530022,1675731,0,118205753,0,0,0,0,645540,11594,0,657134,46137744,1688944,0,47826688,3830750,269423,0,4100173,0,0,0,0,34862356,959715,0,35822071,0,0,0,0,0,0,0,0,0,0,0,0,85476390,85476390,85476390,256429170,681562,383222,1064784,114175,1144054,0,1258229,0,1922625,1922625,5119000,158141493,69506236,2878568,9748848,25783198,5980453,272038796,200,1218563,17700855,296077214
78,Samaritan Hospital,2022,Moses Lake,3926071,112721,549343,10239705,198802,3580996,1503091,20110729,105492,430659,536151,10642078,0,0,10642078,555844,0,0,555844,66316453,2783546,0,69099999,3857273,0,0,3857273,314675,0,0,314675,47445315,1509199,243417,49197931,0,0,0,0,0,0,0,0,7398317,8516318,2783220,18697855,136529955,12809063,3026637,152365655,0,0,0,0,442873,43733,0,486606,43265395,2739931,0,46005326,2494524,274904,0,2769428,0,0,0,0,32266094,3226992,240669,35733755,0,0,0,0,0,0,0,0,0,0,0,0,78468886,78468886,78468886,235406658,1105986,287763,1393749,0,0,0,0,0,314822,314822,4331658,98606290,95748665,3975199,11406677,0,44464627,254201458,0,2994727,-2170305,259357538
79,Pacific County Public Healthcare Services Distric,2022,Ilwaco,988041,22533,56279,2790899,0,422383,76604,4356739,0,23670,23670,592509,0,0,592509,160430,24078,0,184508,14777252,0,0,14777252,172574,104850,0,277424,3318719,117980,0,3436699,11586875,192180,0,11779055,0,0,0,0,62063,0,0,62063,211752,580384,0,792136,30882174,1019472,0,31901646,0,0,0,0,157195,2077,0,159272,11017479,347865,0,11365344,107997,29266,0,137263,2086621,372681,0,2459302,10516350,247168,0,10763518,0,0,0,0,51311,10752,0,62063,0,0,0,0,23936953,23936953,23936953,71810859,218657,198700,417357,0,358639,0,358639,0,125642,125642,1386267,0,0,229562,1095240,0,1044157,2368959,0,0,26702681,30457907
80,Odessa Memorial Healthcare Center,2022,"Odessa, WA 9915",357152,10768,58116,496849,23099,126710,75440,1148134,1604,4935,6539,16481,0,0,16481,443865,0,0,443865,3295969,200137,0,3496106,8026147,105776,0,8131923,0,0,0,0,1391758,0,0,1391758,0,0,0,0,0,87117,0,87117,0,699040,0,699040,13174220,1092070,0,14266290,0,0,0,0,313514,29729,0,343243,2285785,114085,0,2399870,5437818,485641,0,5923459,0,0,0,0,1231332,69518,0,1300850,0,0,0,0,0,17423,0,17423,0,0,0,0,9268449,9268449,9268449,27805347,36467,67969,104436,13541,15947,0,29488,0,42012,42012,86199,150565,0,0,0,0,-3344320,-3193755,52,54469,0,-3053087
81,Good Samaritan Hospital,2022,Puyallup,15978470,0,0,25622425,0,0,11728712,53329607,5951224,3008758,8959982,11820611,0,0,11820611,4036565,0,0,4036565,609329075,9841361,0,619170436,0,0,0,0,9947257,1231606,0,11178863,112814554,4959738,23372251,141146543,729392,0,100833,830225,8490574,218878,0,8709452,0,0,0,0,757168028,16251583,23473084,796892695,0,0,0,0,3906343,54288,0,3960631,209812071,7066750,0,216878821,0,0,0,0,6798264,231363,0,7029627,88345159,3412165,22561794,114319118,729392,0,100833,830225,6799713,399778,0,7199491,0,0,0,0,316390942,316390942,316390942,949172826,7594139,0,7594139,251234,4967898,0,5219132,0,13190639,13190639,25579894,767949586,387218773,26833761,225537034,0,340279703,1747818857,11385,38619167,23706427,1835724345
82,Garfield County Public Hospital District,2022,"Pomeroy, 99347",375973,20555,99029,684189,10803,59230,1895698,3145477,0,31202,31202,83983,0,0,83983,234472,0,0,234472,1511534,0,0,1511534,0,0,0,0,1101977,24342,0,1126319,3232397,51785,-125798,3158384,0,0,0,0,0,46347,125798,172145,188782,115904,0,304686,6353145,238378,0,6591523,0,0,0,0,234472,0,0,234472,1304172,29262,0,1333434,0,0,0,0,938530,24413,0,962943,2326656,183369,50319,2560344,0,0,0,0,0,11833,-50319,-38486,0,0,0,0,4803830,4803830,4803830,14411490,21334,116022,137356,12612,30939,0,43551,0,4918,4918,250249,-4567325,192268,0,0,0,1421754,-2953303,52,62823,0,-2640231
84,Providence Regional Medical Center Everett,2022,Everett,21191427,0,-213648,11301,0,5338793,3742779,30070652,2011122,3792445,5803567,23626040,0,0,23626040,12813384,0,0,12813384,566406465,10373997,65848,576846310,0,0,0,0,58618451,0,0,58618451,209132259,2533346,0,211665605,0,0,0,0,0,0,0,0,21977080,-4934113,-60681,16982286,892573679,7973230,5167,900552076,0,0,0,0,9063269,585334,0,9648603,231937473,20514318,65974,252517765,0,0,0,0,48444922,653387,0,49098309,186238597,5713491,0,191952088,0,0,0,0,0,0,0,0,0,0,0,0,475684261,475684261,475684261,1427052783,0,3750,3750,0,6706681,19110777,25817458,-152629,15210279,15057650,-12925779,1149340769,476104693,15524692,82251018,419429477,26551372,2169202021,2485,54127223,0,2210403465
